119.48136	19.97144
119.01682	19.4852
118.4087	19.65855
117.90193	19.43869
117.34026	19.58244
117.21779	19.17231
116.87994	18.82983
116.36895	18.56346
115.5919	18.60997
115.00911	18.73259
114.40099	18.36896
114.16027	17.97997
113.96179	17.59098
113.67039	17.27387
114.23206	17.13011
114.84019	17.34575
115.3005	17.59098
115.71437	17.32461
115.42297	16.83837
115.3723	16.47052
115.1527	15.93777
114.66704	15.28241
113.94067	15.18516
113.45502	15.37966
113.01582	15.23167
113.379	14.99067
113.79286	14.72006
113.47613	14.20846
113.21008	13.48121
113.04115	13.11759
112.58084	13.02034
112.14164	12.89773
111.87558	12.458
111.65598	11.99713
111.65598	11.53626
111.36459	10.99929
111.17033	10.53842
111.17033	10.20016
111.53351	9.83231
112.04451	10.1748
112.60195	10.4158
113.04115	10.63566
113.5986	10.6103
114.08426	10.78365
114.20673	11.51089
114.45166	11.73076
115.0809	11.73076
115.73971	11.41365
116.0311	11.77727
116.49142	12.16626
117.19667	12.19163
117.75412	11.99713
118.21443	12.50874
118.29045	12.9231
118.60296	13.28672
119.11395	13.02034
119.57849	13.09222
